row_idx,author,book,chapter,lemma_gr,lemma_en,edition_pages,chapter_gr,section_gr,var_par_prod_gr,entry_gr,var_par_prod_en,entry_en,book_no_gr,chapter_no_gr,cat,lemma_derived,derived_from
252,paul,7,3,ἱπποφαές:ἱππόφαιος,,2.217,,"Ἱπποφαές, οἱ δὲ ἱππόφαιος",,"Ἱπποφαές, οἱ δὲ ἱππόφαιος, ᾧ γνάπτουσι τὰ ἱμάτια, θάμνος ἐστὶ φρυγανώδης, ἧς ἡ ῥίζα ὀπίζεται καθάπερ ἡ θαψία· τοῦ δὲ ὀποῦ ὀβολὸς εἷς σὺν ὀροβίνῳ ἀλεύρῳ δοθεὶς καθαίρει χολὴν καὶ φλέγμα. καὶ ὅλον δὲ τὸ φυτὸν ξηραινόμενον καθαρτικὸν γίνεται.",,,,,,,alias_review
253,paul,7,3,ἶρις,,2.218,,Ἶρις,,"Ἶρις θερμαντική ἐστι καὶ λεπτομερὴς ἱκανῶς καὶ θρυπτικὴ καὶ συμπεπτική· βηξὶ γοῦν ἁρμόττει καὶ εὐανάγωγα ποιεῖ τὰ κατὰ θώρακα καὶ στρόφους ἰᾶται καὶ τὰ ῥυπαρὰ τῶν ἑλκῶν καθαίρει, πινομένη δὲ σὺν μελικράτῳ κενοῖ κοιλίαν.",,,,,,,
254,paul,7,3,ἰσάτις,,2.218,,Ἰσάτις,,"Ἰσάτις ἡ μὲν ἥμερος, ᾗ οἱ βαφεῖς χρῶνται, ξηραντικῆς ἐστι δυνάμεως ἔχουσα καὶ στῦψιν· ταῦτά τοι καὶ τὰ μεγάλα τραύματα τῶν σκληρῶν κολλᾷ σωμάτων καὶ τὰ αἱμορραγοῦντα ὠφελεῖ καὶ τοὺς οἰδηματώδεις ὄγκους διαφορεῖ καὶ πᾶσι τοῖς κακοήθεσιν ἀνθίσταται. ἡ δὲ ἀγρία δάκνουσα μᾶλλον καὶ διὰ τοῦτο ξηραντικωτέρα γινομένη πρὸς μὲν τὰς ὑγρὰς σηπεδόνας ἰσχυρότερον ἀνθίσταται, πρὸς δὲ τὰ ἄλλα χείρων ἐστὶ δάκνουσα· διὰ δὲ τὸ ἰσχυρὸν τῆς δυνάμεως καὶ τοῖς σπληνικοῖς ἐστι χρήσιμος.",,,,,,,
255,paul,7,3,ἰσόπυρον,,2.218,,Ἰσόπυρον,,Ἰσόπυρον ἢ φασίλιον σπέρμα πικρὸν καὶ ὑπόστρυφνον ἔχει· ῥύπτει τοιγαροῦν καὶ τέμνει τοὺς παχεῖς καὶ γλίσχρους χυμοὺς μετὰ τοῦ συνάγειν καὶ σφίγγειν τὰ σώματα· δι' ὃ καὶ τὰ ἐν βάθει καθαίρει καὶ αἱμοπτυικοῖς οὐκ ἀντιπράττει.,,,,,,,
256,paul,7,3,ἰτέας,,2.218,,Ἰτέας,,"Ἰτέας τά τε φύλλα καὶ τὸ ἄνθος ἀδήκτου ξηραντικῆς ἐστι δυνάμεως, ἔχει δέ τινα καὶ στῦψιν. ξηρότερος δὲ ὁ φλοιός, οὗ καυθέντος ἡ τέφρα τῶν ἰσχυρῶς ἐστι ξηραινόντων· ἥλους γοῦν καὶ μυρμηκίας αἴρει σὺν ὄξει.",,,,,,,
257,paul,7,3,ἰχθυοκόλλα,,2.218,,Ἰχθυοκόλλα,,"Ἰχθυοκόλλα ἐμπλαστικῆς ἐστι καὶ ξηραντικῆς δυνάμεως, εὐθετεῖ δὲ εἴς τε τὰς κεφαλικὰς καὶ κολλητικὰς ἐμπλάστρους καὶ εἰς τὰς λεπρικὰς δυνάμεις καὶ εἰς τετανότητα προσώπου.",,,,,,,
258,paul,7,3,κάγκανον,,2.218,,Καγκάνου,,"Καγκάνου ἡ ῥίζα ξηραντικὴ μετρίως ἐστὶ καὶ ἄδηκτος ἐμπλαστική· δι' ὃ τὰς τῆς ἀρτηρίας τραχύτητας ὀνίνησιν ἐκλειχομένη τε σὺν οἴνῳ καὶ διαμασωμένη, καθάπερ τραγάκανθά τε καὶ γλυκύριζα.",,,,,,,
259,paul,7,3,κάγχαμον,,2.219,,Κάγχαμον,,"Κάγχαμον δάκρυόν ἐστι ξύλου Ἀραβικοῦ σμύρνῃ προσεοικὸς εὐῶδες, ᾧ καὶ θυμιάματι χρῶνται· δύναμιν δὲ ἔχει ἰσχναντικὴν τῶν καταπιμέλων καὶ ῥυπτικὴν καὶ ἐκφρακτικήν.",,,,,,,
260,paul,7,3,καδμίαι,,2.219,,Καδμίαι,,"Καδμίαι ἀμφότεραι ξηραίνουσιν, ἀλλ' ἡ μὲν βοτρυῖτις λεπτομερεστέρα, παχυμερεστέρα δὲ ἡ πλακῖτίς ἐστιν. καυθεῖσα δὲ ἡ καδμία ἀδήκτως ξηραίνει καὶ ῥύπτει καὶ γίνεται χρήσιμος εἰς τὰ πληρώσεως ἕλκη δεόμενα κατά τε τοὺς ὀφθαλμοὺς καὶ ὅλον τὸ σῶμα, καὶ μάλιστα τὰ ὑγρότερα ἐπὶ τῶν μαλακωτέρων σωμάτων· ἐπὶ γὰρ τῶν σκληροτέρων δραστικωτέρων χρεία φαρμάκων.",,,,,,,
261,paul,7,3,κακκαλία,,2.219,,Κακκαλία,,Κακκαλία παραπλησίαν ἔχει τῷ καγκάνῳ δύναμίν τε καὶ χρῆσιν.,,,,,,,
262,paul,7,3,καλαμάγρωστις,,2.219,,Καλαμάγρωστις,,Καλαμάγρωστις ξηραίνει· δι' ὅπερ ὁ χυλός τε καὶ τὸ ἀφέψημα τῶν ῥιζῶν αὐτῆς ὀφθαλμικαῖς μίγνυται δυνάμεσιν· τὸ δὲ σπέρμα οὐρητικόν τέ ἐστι καὶ εὐστόμαχον.,,,,,,,
263,paul,7,3,καλαμίνθη,,2.219,,Καλαμίνθη,,Καλαμίνθη θερμὴ καὶ ξηρὰ τὴν κρᾶσίν ἐστιν ἐκ τῆς τρίτης που τάξεως καὶ λεπτομερὴς καὶ δριμεῖα ἰσχυροτέρα πολλῷ τοῦ ἡδυόσμου· ἔστι γὰρ οἷον ἄγριος ἡδύοσμος· ῥᾳδίως τε γοῦν ἐκ τοῦ βάθους ἐπισπᾶται πρὸς ἑαυτήν (δι' ὃ καὶ ἱδρῶτας κινεῖ καὶ τὸ σύμπαν σῶμα διαφορεῖ) καὶ τὰ κατὰ περίοδον ῥίγη παύει ἔξωθέν τε σὺν ἐλαίῳ τριβομένη γενναίως καὶ εἴσω πινομένη. ἔστι δὲ καὶ ἰσχιαδικῶν κλυστικὴ καὶ τὰς περὶ τὸ δέρμα κακοχυμίας ἀποσμήχει.,,,,,,,
264,paul,7,3,κάλαμος,,2.219,,Κάλαμος,,"Κάλαμος ὁ μὲν ἀρωματικὸς θερμαίνει καὶ ξηραίνει κατὰ τὴν δευτέραν τάξιν, ἔχει δέ τι καὶ λεπτομερὲς καὶ στυπτικόν· οὐρητικός τε οὖν ἐστι καὶ ταῖς στομαχικαῖς ταῖς τε καθ' ἧπαρ καὶ ὑστέραν ἐπιμίγνυται δυνάμεσιν. ὁ δὲ φραγμίτης ῥυπτικός ἐστι, τὰ δὲ φύλλα αὐτοῦ τὰ χλωρὰ μετρίως ἐμψύχει, ὁ δὲ φλοιὸς αὐτοῦ καυθεὶς θερμαίνει καὶ ξηραίνει κατὰ τὴν τρίτην που τάξιν· τὴν δὲ ῥίζαν αὐτοῦ σὺν βολβοῖς καταπλαττομένην ἀκίδας τε καὶ σκόλοπας ἐπισπᾶσθαί φασιν.",,,,,,,
265,paul,7,3,κάμπαι,,2.219,,Κάμπαι,,Κάμπαι αἱ ἐπὶ τῶν λαχάνων ἐπιχριόμεναι σὺν ἐλαίῳ ἀδήκτους ὑπὸ τῶν ἰοβόλων φυλάττειν λέγονται.,,,,,,,
266,paul,7,3,κανθαρίδες,,2.220,,Κανθαρίδες,,"Κανθαρίδες αἱ ἐν τοῖς πυροῖς εὑρισκόμεναι μηλίνας ἐγκαρσίους ζώνας ἔχουσαι ὄξους θερμανθέντος ἀτμῷ πνιγεῖσαι πολύχρηστοι γίνονται· τούς τε γὰρ ψωρώδεις ὄνυχας ἐκβάλλουσι σὺν κηρωτῇ καὶ ἥλους καὶ τὰ ψωρώδη τῶν παθῶν ὠφελοῦσιν. εἰσὶ δὲ καὶ σηπταὶ καὶ καυστικαί, τινὲς δὲ καὶ τοῖς οὐρητικοῖς φαρμάκοις ἐλάχιστον αὐτῶν μίξαντες ἔδοσαν.",,,,,,,
267,paul,7,3,καννάβεως ὁ καρπός,,2.220,,Καννάβεως,,"Καννάβεως ὁ καρπὸς ἄφυσος καὶ ξηραντικός ἐστιν, ὥστε καὶ τὴν γονὴν ξηραίνειν. ὁ δὲ χυλὸς αὐτοῦ χλωροῦ πρὸς ὤτων ἀλγήματα τὰ κατ' ἔμφραξιν ποιεῖ.",,,,,,,
268,paul,7,3,κάνωπον,,2.220,,Κάνωπον,,"Κάνωπον τὸ τῆς ἀκτῆς ἄνθος ἐστί, περὶ οὗ λέλεκται.",,,,,,,
269,paul,7,3,κάπνιος:καπνός,,2.220,,"Κάπνιος, οἱ δὲ καπνός",,"Κάπνιος, οἱ δὲ καπνός, ὠνόμασται δὲ ἐκ τοῦ τὸν χυλὸν αὐτοῦ πολὺ δάκρυον ἐπισπᾶσθαι· καὶ γὰρ ὀξυδορκίαν ποιεῖ, δριμὺς δὲ καὶ πικρός ἐστιν· ὅθεν οὖρά τε χολώδη προτρέπει πολλὰ καὶ τὰς καθ' ἧπαρ ἐμφράξεις τε καὶ ἀτονίας ἰᾶται στόμαχόν τε ῥώννυσι καὶ γαστέρα λαπάττει.",,,,,,,alias_review
270,paul,7,3,καππάρεως,,2.220,,Καππάρεως,,"Καππάρεως ἡ ῥίζα ῥύπτει μὲν καὶ διακαθαίρει καὶ τέμνει καὶ διαφορεῖ τῇ τε πικρότητι καὶ δριμύτητι, συνάγει δὲ καὶ σφίγγει καὶ πιλεῖ τῇ στρυφνότητι· δι' ὃ σπλῆνάς τε σκιρρώδεις ὀνίνησι πινομένη τε καὶ ἔξωθεν ἐπιτιθεμένη καὶ καταμήνια κινεῖ καὶ ἀποφλεγματίζει τά τε κακοήθη τῶν ἑλκῶν ὠφελεῖ καὶ ὀδόντων πόνους ἰᾶται ὄγκους τε διαφορεῖ καὶ ἀλφοὺς καὶ τοὺς ἐν ὠσὶ σκώληκας ἀναιρεῖ. καὶ τὰ φύλλα δὲ καὶ ὁ καρπὸς παραπλησίας μέν, ἀσθενεστέρας δὲ δυνάμεώς εἰσιν.",,,,,,,
271,paul,7,3,καρδάμου,,2.220,,Καρδάμου,,"Καρδάμου τὸ σπέρμα καυστικόν ἐστιν, ὥσπερ τὸ νᾶπυ· δι' ὃ καὶ φοινίσσει καταπλαττόμενον, τέμνει δὲ καὶ τοὺς παχεῖς χυμοὺς σὺν ἑτέροις πινόμενον. καὶ ἡ πόα δὲ ξηρὰ μὲν παραπλησίας ἐστὶ δυνάμεως, ὑγρὰ δὲ μετριωτέρα· δι' ὃ καὶ ὠμὴν αὐτὴν ἐσθίουσιν.",,,,,,,
272,paul,7,3,καρδάμωμον,,2.220,,Καρδάμωμον,,"Καρδάμωμον δριμὺ μὲν καὶ αὐτό, τοῦ δὲ καρδάμου ἀσθενέστερον, ἔχει δέ τι καὶ πικρότητος, δι' ἣν τὰς ἕλμινθας ἀναιρεῖ καὶ τὰς ψώρας ἀπορρύπτει σὺν ὄξει.",,,,,,,
273,paul,7,3,καρίς,,2.221,,Καρὶς,,Καρὶς λειωθεῖσα καὶ μετὰ ῥίζης βρυωνίας πινομένη ἕλμινθας ἐξάγει.,,,,,,,
274,paul,7,3,καρκίνων,,2.221,,Καρκίνων,,"Καρκίνων κεκαυμένων ἡ τέφρα τῶν μὲν ποταμίων ξηραντική ἐστιν ὁμοίως τῇ τῶν ἐχίνων τε καὶ κοχλιῶν, ἰδιότητι δὲ τῆς ὅλης οὐσίας θαυμαστῶς ἐπὶ τῶν λυσσοδήκτων ἐνεργεῖ πινομένη, ὡς ἐν ἄλλοις εἴρηται· ἡ δὲ τῶν θαλασσίων ὑπερβάλλουσαν ἔχουσα τὴν ξηρότητα τούτοις μὲν οὐχ ἁρμόττει, τοὺς δὲ μᾶλλον ξηραίνεσθαι χρῄζοντας ὠφελεῖ. καταπλαττόμενος δὲ λεῖος ὁ ποτάμιος σκόλοπάς τε καὶ ἀκίδας ἀναβάλλει.",,,,,,,
275,paul,7,3,κάρου,,2.221,,Κάρου,,"Κάρου τὸ σπέρμα θερμαίνει καὶ ξηραίνει κατὰ τὴν τρίτην που τάξιν, ἄφυσόν τέ ἐστι καὶ οὐρητικόν, οὐ τὸ σπέρμα μόνον ἀλλὰ καὶ ὅλον τὸ φυτόν.",,,,,,,
276,paul,7,3,καρπήσιον,,2.221,,Καρπήσιον,,Καρπήσιον ἀρωματίζον ἐστὶ καὶ λεπτομερές· ῥύπτει τε γοῦν τὰς τῶν σπλάγχνων ἐμφράξεις καὶ οὖρα κινεῖ καὶ νεφροὺς ἐκκαθαίρει λιθιῶντας.,,,,,,,
277,paul,7,3,καρύα,,2.221,,Καρύα,,"Καρύα τὸ δένδρον ἔχει μέν τι κἀν τοῖς βλαστοῖς στυπτικόν, πλεῖστον δὲ ἐν τοῖς τῶν καρύων λέμμασιν· ὁ γοῦν χυλὸς αὐτῶν ἑψόμενος σὺν μέλιτι στοματικὸν γίνεται φάρμακον. τὸ δὲ λέπος αὐτὸ καυθὲν λεπτομερὲς γίνεται καὶ ξηραντικὸν ἀδήκτως. τὸ δὲ ἐδώδιμον αὐτοῦ ἐλαιῶδες ὂν ῥᾳδίως ἐκχυλοῦται, τὸ δὲ ἐξ αὐτοῦ ἔλαιον λεπτομερές τέ ἐστι καὶ διαφορητικὸν ὄγκων τε καὶ σηπεδόνων. τὰ δὲ ταγγὰ κάρυα διὰ παλαιότητα ῥυπτικὴν ἔχουσι τῶν περὶ τὸ δέρμα δύναμιν. τὸ δὲ Ποντικόν, ὃ δὴ καὶ λεπτοκάρυον καλοῦσι, ψυχρότερόν ἐστι καὶ αὐστηρόν, τὰ δὲ ἄλλα τῷ μεγάλῳ παραπλησίως.",,,,,,,
278,paul,7,3,καρυόφυλλον,,2.221,,Καρυόφυλλον,,"Καρυόφυλλον οὐ πρὸς τοὔνομα καὶ τὴν οὐσίαν ἔχει, ἀλλ' ἐκ τῆς Ἰνδίας οἷον ἄνθη τινὰ δένδρου καρφοειδῆ μέλανα, ὅσον δακτύλου σύνεγγυς τὸ μῆκος, φέρεται ἀρωματίζοντα καὶ δριμέα, ὑπόπικρα, θερμά τε καὶ ξηρὰ περί που τρίτης τάξεως· ἃ πολύχρηστά ἐστιν ἐν ὄψοις τε καὶ ἑτέροις φαρμάκοις.",,,,,,,
279,paul,7,3,κάσαμον,,2.222,,Κάσαμον,,"Κάσαμον. τοῦτό φασιν εἶναι τὸν καρπὸν τοῦ βαλσάμου, περὶ οὗ κατ' ἐκεῖνο λέλεκται.",,,,,,,
280,paul,7,3,κασσία,,2.222,,Κασσία,,"Κασσία θερμαίνει καὶ ξηραίνει κατὰ τὴν τρίτην που τάξιν καὶ λεπτομερὴς ἱκανῶς ἐστι καὶ δριμεῖα καὶ μετρίως στύφουσα· τέμνει τε οὖν ἅμα καὶ διαφορεῖ καὶ ῥώμην τοῖς ὀργάνοις ἐντίθησιν, ἄγει δὲ καὶ καταμήνια.",,,,,,,
281,paul,7,3,καστόριον,,2.222,,Καστόριον,,"Καστόριον θερμαίνει καὶ ξηραίνει μετὰ λεπτομερείας ὑπερβαλλούσης, δι' ἣν πρὸς ταῖς ἐνεργείαις καὶ τοῖς τῶν νεύρων ἐπὶ πλήθει χυμῶν πάθεσιν ἁρμόττει καὶ τὰ κατεψυγμένα ῥᾳδίως ἀναθερμαίνει ἔξωθέν τε προσφερόμενον καὶ πινόμενον μετὰ τοῦ μηδὲν ἕτερον βλάπτειν μόριον, κἂν μετρίως πυρέττοιεν, ὥσπερ ἐπὶ τῶν καταφορῶν καὶ ληθάργων. κινεῖ δὲ καὶ καταμήνια καὶ χόρια ἐκβάλλει· ἐπὶ δὲ τῶν κατὰ τὸν ἐγκέφαλον καὶ πνεύμονα παθῶν καὶ διὰ τῆς εἰσπνοῆς θυμιώμενον μεγάλως ὀνίνησιν.",,,,,,,
282,paul,7,3,καυκαλίς:δαῦκον ἄγριον,,2.222,,"Καυκαλίς, οἱ δὲ δαῦκον ἄγριον",,"Καυκαλίς, οἱ δὲ δαῦκον ἄγριον· θερμαίνει τε γὰρ ὡς ὁ δαῦκος καὶ ξηραίνει καὶ διουρεῖται καὶ ταριχεύεται εἰς ἀπόθεσιν.",,,,,,,alias_review
283,paul,7,3,κέγχρος,,2.222,,Κέγχρος,,"Κέγχρος ψύχει μὲν κατὰ τὴν πρώτην ἀπόστασιν, ξηραίνει δὲ κατὰ τὴν δευτέραν, ἔστι δέ πως καὶ λεπτομερὴς ἐπ' ὀλίγον. ἔξωθεν οὖν διά τε μαρσίππων πυριουμένη καὶ καταπλαττομένη ξηραίνειν πέφυκεν.",,,,,,,
